"year","period","periodName","latest","value","series_id","chr_code","item_code","footnote_code","footnote_text"
"2022","A01","Annual","true","583","CXUALCBEVGLB0401M","01","ALCBEVG",NA,NA
"2021","A01","Annual",NA,"554","CXUALCBEVGLB0401M","01","ALCBEVG",NA,NA
"2020","A01","Annual",NA,"478","CXUALCBEVGLB0401M","01","ALCBEVG",NA,NA
"2019","A01","Annual",NA,"579","CXUALCBEVGLB0401M","01","ALCBEVG",NA,NA
"2018","A01","Annual",NA,"583","CXUALCBEVGLB0401M","01","ALCBEVG",NA,NA
"2017","A01","Annual",NA,"558","CXUALCBEVGLB0401M","01","ALCBEVG",NA,NA
"2016","A01","Annual",NA,"484","CXUALCBEVGLB0401M","01","ALCBEVG",NA,NA
"2015","A01","Annual",NA,"515","CXUALCBEVGLB0401M","01","ALCBEVG",NA,NA
"2022","A01","Annual","true","394","CXUALCBEVGLB0402M","02","ALCBEVG",NA,NA
"2021","A01","Annual",NA,"346","CXUALCBEVGLB0402M","02","ALCBEVG",NA,NA
"2020","A01","Annual",NA,"225","CXUALCBEVGLB0402M","02","ALCBEVG",NA,NA
"2019","A01","Annual",NA,"327","CXUALCBEVGLB0402M","02","ALCBEVG",NA,NA
"2018","A01","Annual",NA,"271","CXUALCBEVGLB0402M","02","ALCBEVG",NA,NA
"2017","A01","Annual",NA,"317","CXUALCBEVGLB0402M","02","ALCBEVG",NA,NA
"2016","A01","Annual",NA,"230","CXUALCBEVGLB0402M","02","ALCBEVG",NA,NA
"2015","A01","Annual",NA,"250","CXUALCBEVGLB0402M","02","ALCBEVG",NA,NA
"2022","A01","Annual","true","622","CXUALCBEVGLB0403M","03","ALCBEVG",NA,NA
"2021","A01","Annual",NA,"663","CXUALCBEVGLB0403M","03","ALCBEVG",NA,NA
"2020","A01","Annual",NA,"481","CXUALCBEVGLB0403M","03","ALCBEVG",NA,NA
"2019","A01","Annual",NA,"525","CXUALCBEVGLB0403M","03","ALCBEVG",NA,NA
"2018","A01","Annual",NA,"633","CXUALCBEVGLB0403M","03","ALCBEVG",NA,NA
"2017","A01","Annual",NA,"573","CXUALCBEVGLB0403M","03","ALCBEVG",NA,NA
"2016","A01","Annual",NA,"539","CXUALCBEVGLB0403M","03","ALCBEVG",NA,NA
"2015","A01","Annual",NA,"543","CXUALCBEVGLB0403M","03","ALCBEVG",NA,NA
"2022","A01","Annual","true","688","CXUALCBEVGLB0404M","04","ALCBEVG",NA,NA
"2021","A01","Annual",NA,"596","CXUALCBEVGLB0404M","04","ALCBEVG",NA,NA
"2020","A01","Annual",NA,"551","CXUALCBEVGLB0404M","04","ALCBEVG",NA,NA
"2019","A01","Annual",NA,"544","CXUALCBEVGLB0404M","04","ALCBEVG",NA,NA
"2018","A01","Annual",NA,"725","CXUALCBEVGLB0404M","04","ALCBEVG",NA,NA
"2017","A01","Annual",NA,"624","CXUALCBEVGLB0404M","04","ALCBEVG",NA,NA
"2016","A01","Annual",NA,"538","CXUALCBEVGLB0404M","04","ALCBEVG",NA,NA
"2015","A01","Annual",NA,"697","CXUALCBEVGLB0404M","04","ALCBEVG",NA,NA
"2022","A01","Annual","true","604","CXUALCBEVGLB0405M","05","ALCBEVG",NA,NA
"2021","A01","Annual",NA,"610","CXUALCBEVGLB0405M","05","ALCBEVG",NA,NA
"2020","A01","Annual",NA,"547","CXUALCBEVGLB0405M","05","ALCBEVG",NA,NA
"2019","A01","Annual",NA,"722","CXUALCBEVGLB0405M","05","ALCBEVG",NA,NA
"2018","A01","Annual",NA,"656","CXUALCBEVGLB0405M","05","ALCBEVG",NA,NA
"2017","A01","Annual",NA,"633","CXUALCBEVGLB0405M","05","ALCBEVG",NA,NA
"2016","A01","Annual",NA,"563","CXUALCBEVGLB0405M","05","ALCBEVG",NA,NA
"2015","A01","Annual",NA,"547","CXUALCBEVGLB0405M","05","ALCBEVG",NA,NA
"2022","A01","Annual","true","661","CXUALCBEVGLB0406M","06","ALCBEVG",NA,NA
"2021","A01","Annual",NA,"591","CXUALCBEVGLB0406M","06","ALCBEVG",NA,NA
"2020","A01","Annual",NA,"563","CXUALCBEVGLB0406M","06","ALCBEVG",NA,NA
"2019","A01","Annual",NA,"714","CXUALCBEVGLB0406M","06","ALCBEVG",NA,NA
"2018","A01","Annual",NA,"629","CXUALCBEVGLB0406M","06","ALCBEVG",NA,NA
"2017","A01","Annual",NA,"620","CXUALCBEVGLB0406M","06","ALCBEVG",NA,NA
"2016","A01","Annual",NA,"541","CXUALCBEVGLB0406M","06","ALCBEVG",NA,NA
"2015","A01","Annual",NA,"574","CXUALCBEVGLB0406M","06","ALCBEVG",NA,NA
"2022","A01","Annual","true","469","CXUALCBEVGLB0407M","07","ALCBEVG",NA,NA
"2021","A01","Annual",NA,"439","CXUALCBEVGLB0407M","07","ALCBEVG",NA,NA
"2020","A01","Annual",NA,"363","CXUALCBEVGLB0407M","07","ALCBEVG",NA,NA
"2019","A01","Annual",NA,"501","CXUALCBEVGLB0407M","07","ALCBEVG",NA,NA
"2018","A01","Annual",NA,"446","CXUALCBEVGLB0407M","07","ALCBEVG",NA,NA
"2017","A01","Annual",NA,"459","CXUALCBEVGLB0407M","07","ALCBEVG",NA,NA
"2016","A01","Annual",NA,"370","CXUALCBEVGLB0407M","07","ALCBEVG",NA,NA
"2015","A01","Annual",NA,"362","CXUALCBEVGLB0407M","07","ALCBEVG",NA,NA
"2022","A01","Annual","true","573","CXUALCBEVGLB0408M","08","ALCBEVG",NA,NA
"2021","A01","Annual",NA,"526","CXUALCBEVGLB0408M","08","ALCBEVG",NA,NA
"2020","A01","Annual",NA,"462","CXUALCBEVGLB0408M","08","ALCBEVG",NA,NA
"2019","A01","Annual",NA,"614","CXUALCBEVGLB0408M","08","ALCBEVG",NA,NA
"2018","A01","Annual",NA,"573","CXUALCBEVGLB0408M","08","ALCBEVG",NA,NA
"2017","A01","Annual",NA,"542","CXUALCBEVGLB0408M","08","ALCBEVG",NA,NA
"2016","A01","Annual",NA,"412","CXUALCBEVGLB0408M","08","ALCBEVG",NA,NA
"2015","A01","Annual",NA,"451","CXUALCBEVGLB0408M","08","ALCBEVG",NA,NA
"2022","A01","Annual","true","320","CXUALCBEVGLB0409M","09","ALCBEVG",NA,NA
"2021","A01","Annual",NA,"311","CXUALCBEVGLB0409M","09","ALCBEVG",NA,NA
"2020","A01","Annual",NA,"217","CXUALCBEVGLB0409M","09","ALCBEVG",NA,NA
"2019","A01","Annual",NA,"341","CXUALCBEVGLB0409M","09","ALCBEVG",NA,NA
"2018","A01","Annual",NA,"263","CXUALCBEVGLB0409M","09","ALCBEVG",NA,NA
"2017","A01","Annual",NA,"339","CXUALCBEVGLB0409M","09","ALCBEVG",NA,NA
"2016","A01","Annual",NA,"315","CXUALCBEVGLB0409M","09","ALCBEVG",NA,NA
"2015","A01","Annual",NA,"244","CXUALCBEVGLB0409M","09","ALCBEVG",NA,NA
"2022","A01","Annual","true","1945","CXUAPPARELLB0401M","01","APPAREL",NA,NA
"2021","A01","Annual",NA,"1754","CXUAPPARELLB0401M","01","APPAREL",NA,NA
"2020","A01","Annual",NA,"1434","CXUAPPARELLB0401M","01","APPAREL",NA,NA
"2019","A01","Annual",NA,"1883","CXUAPPARELLB0401M","01","APPAREL",NA,NA
"2018","A01","Annual",NA,"1866","CXUAPPARELLB0401M","01","APPAREL",NA,NA
"2017","A01","Annual",NA,"1833","CXUAPPARELLB0401M","01","APPAREL",NA,NA
"2016","A01","Annual",NA,"1803","CXUAPPARELLB0401M","01","APPAREL",NA,NA
"2015","A01","Annual",NA,"1846","CXUAPPARELLB0401M","01","APPAREL",NA,NA
"2022","A01","Annual","true","1184","CXUAPPARELLB0402M","02","APPAREL",NA,NA
"2021","A01","Annual",NA,"1488","CXUAPPARELLB0402M","02","APPAREL",NA,NA
"2020","A01","Annual",NA,"1164","CXUAPPARELLB0402M","02","APPAREL",NA,NA
"2019","A01","Annual",NA,"1407","CXUAPPARELLB0402M","02","APPAREL",NA,NA
"2018","A01","Annual",NA,"1128","CXUAPPARELLB0402M","02","APPAREL",NA,NA
"2017","A01","Annual",NA,"1315","CXUAPPARELLB0402M","02","APPAREL",NA,NA
"2016","A01","Annual",NA,"1216","CXUAPPARELLB0402M","02","APPAREL",NA,NA
"2015","A01","Annual",NA,"1271","CXUAPPARELLB0402M","02","APPAREL",NA,NA
"2022","A01","Annual","true","2249","CXUAPPARELLB0403M","03","APPAREL",NA,NA
"2021","A01","Annual",NA,"2023","CXUAPPARELLB0403M","03","APPAREL",NA,NA
"2020","A01","Annual",NA,"1703","CXUAPPARELLB0403M","03","APPAREL",NA,NA
"2019","A01","Annual",NA,"1878","CXUAPPARELLB0403M","03","APPAREL",NA,NA
"2018","A01","Annual",NA,"2126","CXUAPPARELLB0403M","03","APPAREL",NA,NA
"2017","A01","Annual",NA,"2042","CXUAPPARELLB0403M","03","APPAREL",NA,NA
"2016","A01","Annual",NA,"1942","CXUAPPARELLB0403M","03","APPAREL",NA,NA
"2015","A01","Annual",NA,"1864","CXUAPPARELLB0403M","03","APPAREL",NA,NA
"2022","A01","Annual","true","2632","CXUAPPARELLB0404M","04","APPAREL",NA,NA
"2021","A01","Annual",NA,"2302","CXUAPPARELLB0404M","04","APPAREL",NA,NA
"2020","A01","Annual",NA,"2010","CXUAPPARELLB0404M","04","APPAREL",NA,NA
"2019","A01","Annual",NA,"2488","CXUAPPARELLB0404M","04","APPAREL",NA,NA
"2018","A01","Annual",NA,"2421","CXUAPPARELLB0404M","04","APPAREL",NA,NA
"2017","A01","Annual",NA,"2377","CXUAPPARELLB0404M","04","APPAREL",NA,NA
"2016","A01","Annual",NA,"2508","CXUAPPARELLB0404M","04","APPAREL",NA,NA
"2015","A01","Annual",NA,"2584","CXUAPPARELLB0404M","04","APPAREL",NA,NA
"2022","A01","Annual","true","2600","CXUAPPARELLB0405M","05","APPAREL",NA,NA
"2021","A01","Annual",NA,"2252","CXUAPPARELLB0405M","05","APPAREL",NA,NA
"2020","A01","Annual",NA,"1884","CXUAPPARELLB0405M","05","APPAREL",NA,NA
"2019","A01","Annual",NA,"2380","CXUAPPARELLB0405M","05","APPAREL",NA,NA
"2018","A01","Annual",NA,"2325","CXUAPPARELLB0405M","05","APPAREL",NA,NA
"2017","A01","Annual",NA,"2308","CXUAPPARELLB0405M","05","APPAREL",NA,NA
"2016","A01","Annual",NA,"2332","CXUAPPARELLB0405M","05","APPAREL",NA,NA
"2015","A01","Annual",NA,"2605","CXUAPPARELLB0405M","05","APPAREL",NA,NA
"2022","A01","Annual","true","1830","CXUAPPARELLB0406M","06","APPAREL",NA,NA
"2021","A01","Annual",NA,"1742","CXUAPPARELLB0406M","06","APPAREL",NA,NA
"2020","A01","Annual",NA,"1208","CXUAPPARELLB0406M","06","APPAREL",NA,NA
"2019","A01","Annual",NA,"1828","CXUAPPARELLB0406M","06","APPAREL",NA,NA
"2018","A01","Annual",NA,"1837","CXUAPPARELLB0406M","06","APPAREL",NA,NA
"2017","A01","Annual",NA,"1720","CXUAPPARELLB0406M","06","APPAREL",NA,NA
"2016","A01","Annual",NA,"1661","CXUAPPARELLB0406M","06","APPAREL",NA,NA
"2015","A01","Annual",NA,"1596","CXUAPPARELLB0406M","06","APPAREL",NA,NA
"2022","A01","Annual","true","1130","CXUAPPARELLB0407M","07","APPAREL",NA,NA
"2021","A01","Annual",NA,"986","CXUAPPARELLB0407M","07","APPAREL",NA,NA
"2020","A01","Annual",NA,"821","CXUAPPARELLB0407M","07","APPAREL",NA,NA
"2019","A01","Annual",NA,"1305","CXUAPPARELLB0407M","07","APPAREL",NA,NA
"2018","A01","Annual",NA,"1207","CXUAPPARELLB0407M","07","APPAREL",NA,NA
"2017","A01","Annual",NA,"1193","CXUAPPARELLB0407M","07","APPAREL",NA,NA
"2016","A01","Annual",NA,"1070","CXUAPPARELLB0407M","07","APPAREL",NA,NA
"2015","A01","Annual",NA,"1060","CXUAPPARELLB0407M","07","APPAREL",NA,NA
"2022","A01","Annual","true","1357","CXUAPPARELLB0408M","08","APPAREL",NA,NA
"2021","A01","Annual",NA,"1157","CXUAPPARELLB0408M","08","APPAREL",NA,NA
"2020","A01","Annual",NA,"960","CXUAPPARELLB0408M","08","APPAREL",NA,NA
"2019","A01","Annual",NA,"1497","CXUAPPARELLB0408M","08","APPAREL",NA,NA
"2018","A01","Annual",NA,"1460","CXUAPPARELLB0408M","08","APPAREL",NA,NA
"2017","A01","Annual",NA,"1420","CXUAPPARELLB0408M","08","APPAREL",NA,NA
"2016","A01","Annual",NA,"1265","CXUAPPARELLB0408M","08","APPAREL",NA,NA
"2015","A01","Annual",NA,"1331","CXUAPPARELLB0408M","08","APPAREL",NA,NA
"2022","A01","Annual","true","801","CXUAPPARELLB0409M","09","APPAREL",NA,NA
"2021","A01","Annual",NA,"737","CXUAPPARELLB0409M","09","APPAREL",NA,NA
"2020","A01","Annual",NA,"617","CXUAPPARELLB0409M","09","APPAREL",NA,NA
"2019","A01","Annual",NA,"1035","CXUAPPARELLB0409M","09","APPAREL",NA,NA
"2018","A01","Annual",NA,"842","CXUAPPARELLB0409M","09","APPAREL",NA,NA
"2017","A01","Annual",NA,"866","CXUAPPARELLB0409M","09","APPAREL",NA,NA
"2016","A01","Annual",NA,"807","CXUAPPARELLB0409M","09","APPAREL",NA,NA
"2015","A01","Annual",NA,"698","CXUAPPARELLB0409M","09","APPAREL",NA,NA
"2022","A01","Annual","true","2755","CXUCASHCONTLB0401M","01","CASHCONT",NA,NA
"2021","A01","Annual",NA,"2415","CXUCASHCONTLB0401M","01","CASHCONT",NA,NA
"2020","A01","Annual",NA,"2283","CXUCASHCONTLB0401M","01","CASHCONT",NA,NA
"2019","A01","Annual",NA,"1995","CXUCASHCONTLB0401M","01","CASHCONT",NA,NA
"2018","A01","Annual",NA,"1888","CXUCASHCONTLB0401M","01","CASHCONT",NA,NA
"2017","A01","Annual",NA,"1873","CXUCASHCONTLB0401M","01","CASHCONT",NA,NA
"2016","A01","Annual",NA,"2081","CXUCASHCONTLB0401M","01","CASHCONT",NA,NA
"2015","A01","Annual",NA,"1819","CXUCASHCONTLB0401M","01","CASHCONT",NA,NA
"2022","A01","Annual","true","-","CXUCASHCONTLB0402M","02","CASHCONT","6","Data are suppressed due to the Relative Standard Error (RSE) being equal to or greater than 25 percent. See www.bls.gov/cex/tables-getting-started-guide.htm for more information."
"2021","A01","Annual",NA,"724","CXUCASHCONTLB0402M","02","CASHCONT",NA,NA
"2020","A01","Annual",NA,"380","CXUCASHCONTLB0402M","02","CASHCONT",NA,NA
"2019","A01","Annual",NA,"428","CXUCASHCONTLB0402M","02","CASHCONT",NA,NA
"2018","A01","Annual",NA,"353","CXUCASHCONTLB0402M","02","CASHCONT",NA,NA
"2017","A01","Annual",NA,"299","CXUCASHCONTLB0402M","02","CASHCONT",NA,NA
"2016","A01","Annual",NA,"820","CXUCASHCONTLB0402M","02","CASHCONT",NA,NA
"2015","A01","Annual",NA,"397","CXUCASHCONTLB0402M","02","CASHCONT",NA,NA
"2022","A01","Annual","true","1003","CXUCASHCONTLB0403M","03","CASHCONT",NA,NA
"2021","A01","Annual",NA,"937","CXUCASHCONTLB0403M","03","CASHCONT",NA,NA
"2020","A01","Annual",NA,"833","CXUCASHCONTLB0403M","03","CASHCONT",NA,NA
"2019","A01","Annual",NA,"880","CXUCASHCONTLB0403M","03","CASHCONT",NA,NA
"2018","A01","Annual",NA,"828","CXUCASHCONTLB0403M","03","CASHCONT",NA,NA
"2017","A01","Annual",NA,"949","CXUCASHCONTLB0403M","03","CASHCONT",NA,NA
"2016","A01","Annual",NA,"1070","CXUCASHCONTLB0403M","03","CASHCONT",NA,NA
"2015","A01","Annual",NA,"874","CXUCASHCONTLB0403M","03","CASHCONT",NA,NA
"2022","A01","Annual","true","1733","CXUCASHCONTLB0404M","04","CASHCONT",NA,NA
"2021","A01","Annual",NA,"2216","CXUCASHCONTLB0404M","04","CASHCONT",NA,NA
"2020","A01","Annual",NA,"1912","CXUCASHCONTLB0404M","04","CASHCONT",NA,NA
"2019","A01","Annual",NA,"2146","CXUCASHCONTLB0404M","04","CASHCONT",NA,NA
"2018","A01","Annual",NA,"1681","CXUCASHCONTLB0404M","04","CASHCONT",NA,NA
"2017","A01","Annual",NA,"1580","CXUCASHCONTLB0404M","04","CASHCONT",NA,NA
"2016","A01","Annual",NA,"1596","CXUCASHCONTLB0404M","04","CASHCONT",NA,NA
"2015","A01","Annual",NA,"1664","CXUCASHCONTLB0404M","04","CASHCONT",NA,NA
"2022","A01","Annual","true","2888","CXUCASHCONTLB0405M","05","CASHCONT",NA,NA
"2021","A01","Annual",NA,"2521","CXUCASHCONTLB0405M","05","CASHCONT",NA,NA
"2020","A01","Annual",NA,"2141","CXUCASHCONTLB0405M","05","CASHCONT",NA,NA
"2019","A01","Annual",NA,"2125","CXUCASHCONTLB0405M","05","CASHCONT",NA,NA
"2018","A01","Annual",NA,"2221","CXUCASHCONTLB0405M","05","CASHCONT",NA,NA
"2017","A01","Annual",NA,"2218","CXUCASHCONTLB0405M","05","CASHCONT",NA,NA
"2016","A01","Annual",NA,"2369","CXUCASHCONTLB0405M","05","CASHCONT",NA,NA
"2015","A01","Annual",NA,"2395","CXUCASHCONTLB0405M","05","CASHCONT",NA,NA
"2022","A01","Annual","true","3089","CXUCASHCONTLB0406M","06","CASHCONT",NA,NA
"2021","A01","Annual",NA,"2861","CXUCASHCONTLB0406M","06","CASHCONT",NA,NA
"2020","A01","Annual",NA,"3161","CXUCASHCONTLB0406M","06","CASHCONT",NA,NA
"2019","A01","Annual",NA,"2372","CXUCASHCONTLB0406M","06","CASHCONT",NA,NA
"2018","A01","Annual",NA,"2164","CXUCASHCONTLB0406M","06","CASHCONT",NA,NA
"2017","A01","Annual",NA,"2357","CXUCASHCONTLB0406M","06","CASHCONT",NA,NA
"2016","A01","Annual",NA,"3010","CXUCASHCONTLB0406M","06","CASHCONT",NA,NA
"2015","A01","Annual",NA,"2066","CXUCASHCONTLB0406M","06","CASHCONT",NA,NA
"2022","A01","Annual","true","4443","CXUCASHCONTLB0407M","07","CASHCONT",NA,NA
"2021","A01","Annual",NA,"3341","CXUCASHCONTLB0407M","07","CASHCONT",NA,NA
"2020","A01","Annual",NA,"3119","CXUCASHCONTLB0407M","07","CASHCONT",NA,NA
"2019","A01","Annual",NA,"2564","CXUCASHCONTLB0407M","07","CASHCONT",NA,NA
"2018","A01","Annual",NA,"2625","CXUCASHCONTLB0407M","07","CASHCONT",NA,NA
"2017","A01","Annual",NA,"2430","CXUCASHCONTLB0407M","07","CASHCONT",NA,NA
"2016","A01","Annual",NA,"2429","CXUCASHCONTLB0407M","07","CASHCONT",NA,NA
"2015","A01","Annual",NA,"2287","CXUCASHCONTLB0407M","07","CASHCONT",NA,NA
"2022","A01","Annual","true","2811","CXUCASHCONTLB0408M","08","CASHCONT",NA,NA
"2021","A01","Annual",NA,"2855","CXUCASHCONTLB0408M","08","CASHCONT",NA,NA
"2020","A01","Annual",NA,"2983","CXUCASHCONTLB0408M","08","CASHCONT",NA,NA
"2019","A01","Annual",NA,"2586","CXUCASHCONTLB0408M","08","CASHCONT",NA,NA
"2018","A01","Annual",NA,"2755","CXUCASHCONTLB0408M","08","CASHCONT",NA,NA
"2017","A01","Annual",NA,"2275","CXUCASHCONTLB0408M","08","CASHCONT",NA,NA
"2016","A01","Annual",NA,"2082","CXUCASHCONTLB0408M","08","CASHCONT",NA,NA
"2015","A01","Annual",NA,"2273","CXUCASHCONTLB0408M","08","CASHCONT",NA,NA
"2022","A01","Annual","true","-","CXUCASHCONTLB0409M","09","CASHCONT","6","Data are suppressed due to the Relative Standard Error (RSE) being equal to or greater than 25 percent. See www.bls.gov/cex/tables-getting-started-guide.htm for more information."
"2021","A01","Annual",NA,"4060","CXUCASHCONTLB0409M","09","CASHCONT",NA,NA
"2020","A01","Annual",NA,"3308","CXUCASHCONTLB0409M","09","CASHCONT",NA,NA
"2019","A01","Annual",NA,"2536","CXUCASHCONTLB0409M","09","CASHCONT",NA,NA
"2018","A01","Annual",NA,"2440","CXUCASHCONTLB0409M","09","CASHCONT",NA,NA
"2017","A01","Annual",NA,"2648","CXUCASHCONTLB0409M","09","CASHCONT",NA,NA
"2016","A01","Annual",NA,"2915","CXUCASHCONTLB0409M","09","CASHCONT",NA,NA
"2015","A01","Annual",NA,"2306","CXUCASHCONTLB0409M","09","CASHCONT",NA,NA
"2022","A01","Annual","true","1335","CXUEDUCATNLB0401M","01","EDUCATN",NA,NA
"2021","A01","Annual",NA,"1226","CXUEDUCATNLB0401M","01","EDUCATN",NA,NA
"2020","A01","Annual",NA,"1271","CXUEDUCATNLB0401M","01","EDUCATN",NA,NA
"2019","A01","Annual",NA,"1443","CXUEDUCATNLB0401M","01","EDUCATN",NA,NA
"2018","A01","Annual",NA,"1407","CXUEDUCATNLB0401M","01","EDUCATN",NA,NA
"2017","A01","Annual",NA,"1491","CXUEDUCATNLB0401M","01","EDUCATN",NA,NA
"2016","A01","Annual",NA,"1329","CXUEDUCATNLB0401M","01","EDUCATN",NA,NA
"2015","A01","Annual",NA,"1315","CXUEDUCATNLB0401M","01","EDUCATN",NA,NA
"2022","A01","Annual","true","2960","CXUEDUCATNLB0402M","02","EDUCATN",NA,NA
"2021","A01","Annual",NA,"2096","CXUEDUCATNLB0402M","02","EDUCATN",NA,NA
"2020","A01","Annual",NA,"2264","CXUEDUCATNLB0402M","02","EDUCATN",NA,NA
"2019","A01","Annual",NA,"2993","CXUEDUCATNLB0402M","02","EDUCATN",NA,NA
"2018","A01","Annual",NA,"2270","CXUEDUCATNLB0402M","02","EDUCATN",NA,NA
"2017","A01","Annual",NA,"2333","CXUEDUCATNLB0402M","02","EDUCATN",NA,NA
"2016","A01","Annual",NA,"3106","CXUEDUCATNLB0402M","02","EDUCATN",NA,NA
"2015","A01","Annual",NA,"2572","CXUEDUCATNLB0402M","02","EDUCATN",NA,NA
"2022","A01","Annual","true","982","CXUEDUCATNLB0403M","03","EDUCATN",NA,NA
"2021","A01","Annual",NA,"1015","CXUEDUCATNLB0403M","03","EDUCATN",NA,NA
"2020","A01","Annual",NA,"1148","CXUEDUCATNLB0403M","03","EDUCATN",NA,NA
"2019","A01","Annual",NA,"1197","CXUEDUCATNLB0403M","03","EDUCATN",NA,NA
"2018","A01","Annual",NA,"1095","CXUEDUCATNLB0403M","03","EDUCATN",NA,NA
"2017","A01","Annual",NA,"1234","CXUEDUCATNLB0403M","03","EDUCATN",NA,NA
"2016","A01","Annual",NA,"1197","CXUEDUCATNLB0403M","03","EDUCATN",NA,NA
"2015","A01","Annual",NA,"1123","CXUEDUCATNLB0403M","03","EDUCATN",NA,NA
"2022","A01","Annual","true","1237","CXUEDUCATNLB0404M","04","EDUCATN",NA,NA
"2021","A01","Annual",NA,"1092","CXUEDUCATNLB0404M","04","EDUCATN",NA,NA
"2020","A01","Annual",NA,"1114","CXUEDUCATNLB0404M","04","EDUCATN",NA,NA
"2019","A01","Annual",NA,"1235","CXUEDUCATNLB0404M","04","EDUCATN",NA,NA
"2018","A01","Annual",NA,"1130","CXUEDUCATNLB0404M","04","EDUCATN",NA,NA
"2017","A01","Annual",NA,"1004","CXUEDUCATNLB0404M","04","EDUCATN",NA,NA
"2016","A01","Annual",NA,"1286","CXUEDUCATNLB0404M","04","EDUCATN",NA,NA
"2015","A01","Annual",NA,"1178","CXUEDUCATNLB0404M","04","EDUCATN",NA,NA
"2022","A01","Annual","true","2661","CXUEDUCATNLB0405M","05","EDUCATN",NA,NA
"2021","A01","Annual",NA,"2579","CXUEDUCATNLB0405M","05","EDUCATN",NA,NA
"2020","A01","Annual",NA,"2611","CXUEDUCATNLB0405M","05","EDUCATN",NA,NA
"2019","A01","Annual",NA,"2698","CXUEDUCATNLB0405M","05","EDUCATN",NA,NA
"2018","A01","Annual",NA,"2808","CXUEDUCATNLB0405M","05","EDUCATN",NA,NA
"2017","A01","Annual",NA,"3213","CXUEDUCATNLB0405M","05","EDUCATN",NA,NA
"2016","A01","Annual",NA,"2456","CXUEDUCATNLB0405M","05","EDUCATN",NA,NA
"2015","A01","Annual",NA,"2659","CXUEDUCATNLB0405M","05","EDUCATN",NA,NA
"2022","A01","Annual","true","1537","CXUEDUCATNLB0406M","06","EDUCATN",NA,NA
"2021","A01","Annual",NA,"1457","CXUEDUCATNLB0406M","06","EDUCATN",NA,NA
"2020","A01","Annual",NA,"1259","CXUEDUCATNLB0406M","06","EDUCATN",NA,NA
"2019","A01","Annual",NA,"1782","CXUEDUCATNLB0406M","06","EDUCATN",NA,NA
"2018","A01","Annual",NA,"1732","CXUEDUCATNLB0406M","06","EDUCATN",NA,NA
"2017","A01","Annual",NA,"1644","CXUEDUCATNLB0406M","06","EDUCATN",NA,NA
"2016","A01","Annual",NA,"1090","CXUEDUCATNLB0406M","06","EDUCATN",NA,NA
"2015","A01","Annual",NA,"1162","CXUEDUCATNLB0406M","06","EDUCATN",NA,NA
"2022","A01","Annual","true","373","CXUEDUCATNLB0407M","07","EDUCATN",NA,NA
"2021","A01","Annual",NA,"280","CXUEDUCATNLB0407M","07","EDUCATN",NA,NA
