"year","period","periodName","latest","value","series_id","chr_code","item_code","footnote_code","footnote_text"
"2020","A01","Annual",NA,"450","CXUEDUCATNLB0407M","07","EDUCATN",NA,NA
"2019","A01","Annual",NA,"349","CXUEDUCATNLB0407M","07","EDUCATN",NA,NA
"2018","A01","Annual",NA,"375","CXUEDUCATNLB0407M","07","EDUCATN",NA,NA
"2017","A01","Annual",NA,"388","CXUEDUCATNLB0407M","07","EDUCATN",NA,NA
"2016","A01","Annual",NA,"350","CXUEDUCATNLB0407M","07","EDUCATN",NA,NA
"2015","A01","Annual",NA,"263","CXUEDUCATNLB0407M","07","EDUCATN",NA,NA
"2022","A01","Annual","true","-","CXUEDUCATNLB0408M","08","EDUCATN","6","Data are suppressed due to the Relative Standard Error (RSE) being equal to or greater than 25 percent. See www.bls.gov/cex/tables-getting-started-guide.htm for more information."
"2021","A01","Annual",NA,"249","CXUEDUCATNLB0408M","08","EDUCATN",NA,NA
"2020","A01","Annual",NA,"416","CXUEDUCATNLB0408M","08","EDUCATN",NA,NA
"2019","A01","Annual",NA,"433","CXUEDUCATNLB0408M","08","EDUCATN",NA,NA
"2018","A01","Annual",NA,"504","CXUEDUCATNLB0408M","08","EDUCATN",NA,NA
"2017","A01","Annual",NA,"477","CXUEDUCATNLB0408M","08","EDUCATN",NA,NA
"2016","A01","Annual",NA,"503","CXUEDUCATNLB0408M","08","EDUCATN",NA,NA
"2015","A01","Annual",NA,"294","CXUEDUCATNLB0408M","08","EDUCATN",NA,NA
"2022","A01","Annual","true","-","CXUEDUCATNLB0409M","09","EDUCATN","6","Data are suppressed due to the Relative Standard Error (RSE) being equal to or greater than 25 percent. See www.bls.gov/cex/tables-getting-started-guide.htm for more information."
"2021","A01","Annual",NA,"325","CXUEDUCATNLB0409M","09","EDUCATN",NA,NA
"2020","A01","Annual",NA,"497","CXUEDUCATNLB0409M","09","EDUCATN",NA,NA
"2019","A01","Annual",NA,"237","CXUEDUCATNLB0409M","09","EDUCATN",NA,NA
"2018","A01","Annual",NA,"194","CXUEDUCATNLB0409M","09","EDUCATN",NA,NA
"2017","A01","Annual",NA,"262","CXUEDUCATNLB0409M","09","EDUCATN",NA,NA
"2016","A01","Annual",NA,"138","CXUEDUCATNLB0409M","09","EDUCATN",NA,NA
"2015","A01","Annual",NA,"221","CXUEDUCATNLB0409M","09","EDUCATN",NA,NA
"2022","A01","Annual","true","3458","CXUENTRTAINLB0401M","01","ENTRTAIN",NA,NA
"2021","A01","Annual",NA,"3568","CXUENTRTAINLB0401M","01","ENTRTAIN",NA,NA
"2020","A01","Annual",NA,"2909","CXUENTRTAINLB0401M","01","ENTRTAIN",NA,NA
"2019","A01","Annual",NA,"3090","CXUENTRTAINLB0401M","01","ENTRTAIN",NA,NA
"2018","A01","Annual",NA,"3226","CXUENTRTAINLB0401M","01","ENTRTAIN",NA,NA
"2017","A01","Annual",NA,"3203","CXUENTRTAINLB0401M","01","ENTRTAIN",NA,NA
"2016","A01","Annual",NA,"2913","CXUENTRTAINLB0401M","01","ENTRTAIN",NA,NA
"2015","A01","Annual",NA,"2842","CXUENTRTAINLB0401M","01","ENTRTAIN",NA,NA
"2022","A01","Annual","true","2075","CXUENTRTAINLB0402M","02","ENTRTAIN",NA,NA
"2021","A01","Annual",NA,"1700","CXUENTRTAINLB0402M","02","ENTRTAIN",NA,NA
"2020","A01","Annual",NA,"1266","CXUENTRTAINLB0402M","02","ENTRTAIN",NA,NA
"2019","A01","Annual",NA,"1389","CXUENTRTAINLB0402M","02","ENTRTAIN",NA,NA
"2018","A01","Annual",NA,"1409","CXUENTRTAINLB0402M","02","ENTRTAIN",NA,NA
"2017","A01","Annual",NA,"1488","CXUENTRTAINLB0402M","02","ENTRTAIN",NA,NA
"2016","A01","Annual",NA,"1454","CXUENTRTAINLB0402M","02","ENTRTAIN",NA,NA
"2015","A01","Annual",NA,"1354","CXUENTRTAINLB0402M","02","ENTRTAIN",NA,NA
"2022","A01","Annual","true","2884","CXUENTRTAINLB0403M","03","ENTRTAIN",NA,NA
"2021","A01","Annual",NA,"3198","CXUENTRTAINLB0403M","03","ENTRTAIN",NA,NA
"2020","A01","Annual",NA,"2570","CXUENTRTAINLB0403M","03","ENTRTAIN",NA,NA
"2019","A01","Annual",NA,"2395","CXUENTRTAINLB0403M","03","ENTRTAIN",NA,NA
"2018","A01","Annual",NA,"2547","CXUENTRTAINLB0403M","03","ENTRTAIN",NA,NA
"2017","A01","Annual",NA,"2644","CXUENTRTAINLB0403M","03","ENTRTAIN",NA,NA
"2016","A01","Annual",NA,"2564","CXUENTRTAINLB0403M","03","ENTRTAIN",NA,NA
"2015","A01","Annual",NA,"2475","CXUENTRTAINLB0403M","03","ENTRTAIN",NA,NA
"2022","A01","Annual","true","4361","CXUENTRTAINLB0404M","04","ENTRTAIN",NA,NA
"2021","A01","Annual",NA,"4267","CXUENTRTAINLB0404M","04","ENTRTAIN",NA,NA
"2020","A01","Annual",NA,"3628","CXUENTRTAINLB0404M","04","ENTRTAIN",NA,NA
"2019","A01","Annual",NA,"3661","CXUENTRTAINLB0404M","04","ENTRTAIN",NA,NA
"2018","A01","Annual",NA,"3572","CXUENTRTAINLB0404M","04","ENTRTAIN",NA,NA
"2017","A01","Annual",NA,"4001","CXUENTRTAINLB0404M","04","ENTRTAIN",NA,NA
"2016","A01","Annual",NA,"3509","CXUENTRTAINLB0404M","04","ENTRTAIN",NA,NA
"2015","A01","Annual",NA,"3192","CXUENTRTAINLB0404M","04","ENTRTAIN",NA,NA
"2022","A01","Annual","true","4481","CXUENTRTAINLB0405M","05","ENTRTAIN",NA,NA
"2021","A01","Annual",NA,"4695","CXUENTRTAINLB0405M","05","ENTRTAIN",NA,NA
"2020","A01","Annual",NA,"3175","CXUENTRTAINLB0405M","05","ENTRTAIN",NA,NA
"2019","A01","Annual",NA,"3856","CXUENTRTAINLB0405M","05","ENTRTAIN",NA,NA
"2018","A01","Annual",NA,"3952","CXUENTRTAINLB0405M","05","ENTRTAIN",NA,NA
"2017","A01","Annual",NA,"4064","CXUENTRTAINLB0405M","05","ENTRTAIN",NA,NA
"2016","A01","Annual",NA,"3654","CXUENTRTAINLB0405M","05","ENTRTAIN",NA,NA
"2015","A01","Annual",NA,"3317","CXUENTRTAINLB0405M","05","ENTRTAIN",NA,NA
"2022","A01","Annual","true","3698","CXUENTRTAINLB0406M","06","ENTRTAIN",NA,NA
"2021","A01","Annual",NA,"3700","CXUENTRTAINLB0406M","06","ENTRTAIN",NA,NA
"2020","A01","Annual",NA,"3521","CXUENTRTAINLB0406M","06","ENTRTAIN",NA,NA
"2019","A01","Annual",NA,"3981","CXUENTRTAINLB0406M","06","ENTRTAIN",NA,NA
"2018","A01","Annual",NA,"3755","CXUENTRTAINLB0406M","06","ENTRTAIN",NA,NA
"2017","A01","Annual",NA,"3444","CXUENTRTAINLB0406M","06","ENTRTAIN",NA,NA
"2016","A01","Annual",NA,"3114","CXUENTRTAINLB0406M","06","ENTRTAIN",NA,NA
"2015","A01","Annual",NA,"3323","CXUENTRTAINLB0406M","06","ENTRTAIN",NA,NA
"2022","A01","Annual","true","2672","CXUENTRTAINLB0407M","07","ENTRTAIN",NA,NA
"2021","A01","Annual",NA,"2889","CXUENTRTAINLB0407M","07","ENTRTAIN",NA,NA
"2020","A01","Annual",NA,"2281","CXUENTRTAINLB0407M","07","ENTRTAIN",NA,NA
"2019","A01","Annual",NA,"2381","CXUENTRTAINLB0407M","07","ENTRTAIN",NA,NA
"2018","A01","Annual",NA,"2958","CXUENTRTAINLB0407M","07","ENTRTAIN",NA,NA
"2017","A01","Annual",NA,"2636","CXUENTRTAINLB0407M","07","ENTRTAIN",NA,NA
"2016","A01","Annual",NA,"2365","CXUENTRTAINLB0407M","07","ENTRTAIN",NA,NA
"2015","A01","Annual",NA,"2464","CXUENTRTAINLB0407M","07","ENTRTAIN",NA,NA
"2022","A01","Annual","true","3182","CXUENTRTAINLB0408M","08","ENTRTAIN",NA,NA
"2021","A01","Annual",NA,"3412","CXUENTRTAINLB0408M","08","ENTRTAIN",NA,NA
"2020","A01","Annual",NA,"2723","CXUENTRTAINLB0408M","08","ENTRTAIN",NA,NA
"2019","A01","Annual",NA,"2700","CXUENTRTAINLB0408M","08","ENTRTAIN",NA,NA
"2018","A01","Annual",NA,"3801","CXUENTRTAINLB0408M","08","ENTRTAIN",NA,NA
"2017","A01","Annual",NA,"3327","CXUENTRTAINLB0408M","08","ENTRTAIN",NA,NA
"2016","A01","Annual",NA,"2850","CXUENTRTAINLB0408M","08","ENTRTAIN",NA,NA
"2015","A01","Annual",NA,"3005","CXUENTRTAINLB0408M","08","ENTRTAIN",NA,NA
"2022","A01","Annual","true","1943","CXUENTRTAINLB0409M","09","ENTRTAIN",NA,NA
"2021","A01","Annual",NA,"2119","CXUENTRTAINLB0409M","09","ENTRTAIN",NA,NA
"2020","A01","Annual",NA,"1653","CXUENTRTAINLB0409M","09","ENTRTAIN",NA,NA
"2019","A01","Annual",NA,"1946","CXUENTRTAINLB0409M","09","ENTRTAIN",NA,NA
"2018","A01","Annual",NA,"1763","CXUENTRTAINLB0409M","09","ENTRTAIN",NA,NA
"2017","A01","Annual",NA,"1657","CXUENTRTAINLB0409M","09","ENTRTAIN",NA,NA
"2016","A01","Annual",NA,"1697","CXUENTRTAINLB0409M","09","ENTRTAIN",NA,NA
"2015","A01","Annual",NA,"1728","CXUENTRTAINLB0409M","09","ENTRTAIN",NA,NA
"2022","A01","Annual","true","9343","CXUFOODTOTLLB0401M","01","FOODTOTL",NA,NA
"2021","A01","Annual",NA,"8289","CXUFOODTOTLLB0401M","01","FOODTOTL",NA,NA
"2020","A01","Annual",NA,"7310","CXUFOODTOTLLB0401M","01","FOODTOTL",NA,NA
"2019","A01","Annual",NA,"8169","CXUFOODTOTLLB0401M","01","FOODTOTL",NA,NA
"2018","A01","Annual",NA,"7923","CXUFOODTOTLLB0401M","01","FOODTOTL",NA,NA
"2017","A01","Annual",NA,"7729","CXUFOODTOTLLB0401M","01","FOODTOTL",NA,NA
"2016","A01","Annual",NA,"7203","CXUFOODTOTLLB0401M","01","FOODTOTL",NA,NA
"2015","A01","Annual",NA,"7023","CXUFOODTOTLLB0401M","01","FOODTOTL",NA,NA
"2022","A01","Annual","true","5898","CXUFOODTOTLLB0402M","02","FOODTOTL",NA,NA
"2021","A01","Annual",NA,"5566","CXUFOODTOTLLB0402M","02","FOODTOTL",NA,NA
"2020","A01","Annual",NA,"4526","CXUFOODTOTLLB0402M","02","FOODTOTL",NA,NA
"2019","A01","Annual",NA,"5835","CXUFOODTOTLLB0402M","02","FOODTOTL",NA,NA
"2018","A01","Annual",NA,"4748","CXUFOODTOTLLB0402M","02","FOODTOTL",NA,NA
"2017","A01","Annual",NA,"4759","CXUFOODTOTLLB0402M","02","FOODTOTL",NA,NA
"2016","A01","Annual",NA,"4551","CXUFOODTOTLLB0402M","02","FOODTOTL",NA,NA
"2015","A01","Annual",NA,"4890","CXUFOODTOTLLB0402M","02","FOODTOTL",NA,NA
"2022","A01","Annual","true","8914","CXUFOODTOTLLB0403M","03","FOODTOTL",NA,NA
"2021","A01","Annual",NA,"7942","CXUFOODTOTLLB0403M","03","FOODTOTL",NA,NA
"2020","A01","Annual",NA,"7048","CXUFOODTOTLLB0403M","03","FOODTOTL",NA,NA
"2019","A01","Annual",NA,"7370","CXUFOODTOTLLB0403M","03","FOODTOTL",NA,NA
"2018","A01","Annual",NA,"7343","CXUFOODTOTLLB0403M","03","FOODTOTL",NA,NA
"2017","A01","Annual",NA,"7390","CXUFOODTOTLLB0403M","03","FOODTOTL",NA,NA
"2016","A01","Annual",NA,"6914","CXUFOODTOTLLB0403M","03","FOODTOTL",NA,NA
"2015","A01","Annual",NA,"6636","CXUFOODTOTLLB0403M","03","FOODTOTL",NA,NA
"2022","A01","Annual","true","11023","CXUFOODTOTLLB0404M","04","FOODTOTL",NA,NA
"2021","A01","Annual",NA,"9806","CXUFOODTOTLLB0404M","04","FOODTOTL",NA,NA
"2020","A01","Annual",NA,"9337","CXUFOODTOTLLB0404M","04","FOODTOTL",NA,NA
"2019","A01","Annual",NA,"9760","CXUFOODTOTLLB0404M","04","FOODTOTL",NA,NA
"2018","A01","Annual",NA,"9820","CXUFOODTOTLLB0404M","04","FOODTOTL",NA,NA
"2017","A01","Annual",NA,"9376","CXUFOODTOTLLB0404M","04","FOODTOTL",NA,NA
"2016","A01","Annual",NA,"8700","CXUFOODTOTLLB0404M","04","FOODTOTL",NA,NA
"2015","A01","Annual",NA,"8844","CXUFOODTOTLLB0404M","04","FOODTOTL",NA,NA
"2022","A01","Annual","true","11827","CXUFOODTOTLLB0405M","05","FOODTOTL",NA,NA
"2021","A01","Annual",NA,"10619","CXUFOODTOTLLB0405M","05","FOODTOTL",NA,NA
"2020","A01","Annual",NA,"8783","CXUFOODTOTLLB0405M","05","FOODTOTL",NA,NA
"2019","A01","Annual",NA,"10076","CXUFOODTOTLLB0405M","05","FOODTOTL",NA,NA
"2018","A01","Annual",NA,"9532","CXUFOODTOTLLB0405M","05","FOODTOTL",NA,NA
"2017","A01","Annual",NA,"9270","CXUFOODTOTLLB0405M","05","FOODTOTL",NA,NA
"2016","A01","Annual",NA,"8790","CXUFOODTOTLLB0405M","05","FOODTOTL",NA,NA
"2015","A01","Annual",NA,"8406","CXUFOODTOTLLB0405M","05","FOODTOTL",NA,NA
"2022","A01","Annual","true","9791","CXUFOODTOTLLB0406M","06","FOODTOTL",NA,NA
"2021","A01","Annual",NA,"8419","CXUFOODTOTLLB0406M","06","FOODTOTL",NA,NA
"2020","A01","Annual",NA,"7262","CXUFOODTOTLLB0406M","06","FOODTOTL",NA,NA
"2019","A01","Annual",NA,"8579","CXUFOODTOTLLB0406M","06","FOODTOTL",NA,NA
"2018","A01","Annual",NA,"8023","CXUFOODTOTLLB0406M","06","FOODTOTL",NA,NA
"2017","A01","Annual",NA,"7894","CXUFOODTOTLLB0406M","06","FOODTOTL",NA,NA
"2016","A01","Annual",NA,"7273","CXUFOODTOTLLB0406M","06","FOODTOTL",NA,NA
"2015","A01","Annual",NA,"6992","CXUFOODTOTLLB0406M","06","FOODTOTL",NA,NA
"2022","A01","Annual","true","7306","CXUFOODTOTLLB0407M","07","FOODTOTL",NA,NA
"2021","A01","Annual",NA,"6490","CXUFOODTOTLLB0407M","07","FOODTOTL",NA,NA
"2020","A01","Annual",NA,"5698","CXUFOODTOTLLB0407M","07","FOODTOTL",NA,NA
"2019","A01","Annual",NA,"6599","CXUFOODTOTLLB0407M","07","FOODTOTL",NA,NA
"2018","A01","Annual",NA,"6607","CXUFOODTOTLLB0407M","07","FOODTOTL",NA,NA
"2017","A01","Annual",NA,"6326","CXUFOODTOTLLB0407M","07","FOODTOTL",NA,NA
"2016","A01","Annual",NA,"5804","CXUFOODTOTLLB0407M","07","FOODTOTL",NA,NA
"2015","A01","Annual",NA,"5506","CXUFOODTOTLLB0407M","07","FOODTOTL",NA,NA
"2022","A01","Annual","true","8198","CXUFOODTOTLLB0408M","08","FOODTOTL",NA,NA
"2021","A01","Annual",NA,"7052","CXUFOODTOTLLB0408M","08","FOODTOTL",NA,NA
"2020","A01","Annual",NA,"6288","CXUFOODTOTLLB0408M","08","FOODTOTL",NA,NA
"2019","A01","Annual",NA,"7305","CXUFOODTOTLLB0408M","08","FOODTOTL",NA,NA
"2018","A01","Annual",NA,"7311","CXUFOODTOTLLB0408M","08","FOODTOTL",NA,NA
"2017","A01","Annual",NA,"6818","CXUFOODTOTLLB0408M","08","FOODTOTL",NA,NA
"2016","A01","Annual",NA,"6600","CXUFOODTOTLLB0408M","08","FOODTOTL",NA,NA
"2015","A01","Annual",NA,"6214","CXUFOODTOTLLB0408M","08","FOODTOTL",NA,NA
"2022","A01","Annual","true","6020","CXUFOODTOTLLB0409M","09","FOODTOTL",NA,NA
"2021","A01","Annual",NA,"5669","CXUFOODTOTLLB0409M","09","FOODTOTL",NA,NA
"2020","A01","Annual",NA,"4829","CXUFOODTOTLLB0409M","09","FOODTOTL",NA,NA
"2019","A01","Annual",NA,"5597","CXUFOODTOTLLB0409M","09","FOODTOTL",NA,NA
"2018","A01","Annual",NA,"5592","CXUFOODTOTLLB0409M","09","FOODTOTL",NA,NA
"2017","A01","Annual",NA,"5621","CXUFOODTOTLLB0409M","09","FOODTOTL",NA,NA
"2016","A01","Annual",NA,"4729","CXUFOODTOTLLB0409M","09","FOODTOTL",NA,NA
"2015","A01","Annual",NA,"4561","CXUFOODTOTLLB0409M","09","FOODTOTL",NA,NA
"2022","A01","Annual","true","5850","CXUHEALTHLB0401M","01","HEALTH",NA,NA
"2021","A01","Annual",NA,"5452","CXUHEALTHLB0401M","01","HEALTH",NA,NA
"2020","A01","Annual",NA,"5177","CXUHEALTHLB0401M","01","HEALTH",NA,NA
"2019","A01","Annual",NA,"5193","CXUHEALTHLB0401M","01","HEALTH",NA,NA
"2018","A01","Annual",NA,"4968","CXUHEALTHLB0401M","01","HEALTH",NA,NA
"2017","A01","Annual",NA,"4928","CXUHEALTHLB0401M","01","HEALTH",NA,NA
"2016","A01","Annual",NA,"4612","CXUHEALTHLB0401M","01","HEALTH",NA,NA
"2015","A01","Annual",NA,"4342","CXUHEALTHLB0401M","01","HEALTH",NA,NA
"2022","A01","Annual","true","1353","CXUHEALTHLB0402M","02","HEALTH",NA,NA
"2021","A01","Annual",NA,"1367","CXUHEALTHLB0402M","02","HEALTH",NA,NA
"2020","A01","Annual",NA,"1350","CXUHEALTHLB0402M","02","HEALTH",NA,NA
"2019","A01","Annual",NA,"1510","CXUHEALTHLB0402M","02","HEALTH",NA,NA
"2018","A01","Annual",NA,"1206","CXUHEALTHLB0402M","02","HEALTH",NA,NA
"2017","A01","Annual",NA,"1547","CXUHEALTHLB0402M","02","HEALTH",NA,NA
"2016","A01","Annual",NA,"1162","CXUHEALTHLB0402M","02","HEALTH",NA,NA
"2015","A01","Annual",NA,"978","CXUHEALTHLB0402M","02","HEALTH",NA,NA
"2022","A01","Annual","true","3560","CXUHEALTHLB0403M","03","HEALTH",NA,NA
"2021","A01","Annual",NA,"3404","CXUHEALTHLB0403M","03","HEALTH",NA,NA
"2020","A01","Annual",NA,"3320","CXUHEALTHLB0403M","03","HEALTH",NA,NA
"2019","A01","Annual",NA,"3162","CXUHEALTHLB0403M","03","HEALTH",NA,NA
"2018","A01","Annual",NA,"3072","CXUHEALTHLB0403M","03","HEALTH",NA,NA
"2017","A01","Annual",NA,"3163","CXUHEALTHLB0403M","03","HEALTH",NA,NA
"2016","A01","Annual",NA,"2887","CXUHEALTHLB0403M","03","HEALTH",NA,NA
"2015","A01","Annual",NA,"2770","CXUHEALTHLB0403M","03","HEALTH",NA,NA
"2022","A01","Annual","true","5329","CXUHEALTHLB0404M","04","HEALTH",NA,NA
"2021","A01","Annual",NA,"5142","CXUHEALTHLB0404M","04","HEALTH",NA,NA
"2020","A01","Annual",NA,"4579","CXUHEALTHLB0404M","04","HEALTH",NA,NA
"2019","A01","Annual",NA,"4822","CXUHEALTHLB0404M","04","HEALTH",NA,NA
"2018","A01","Annual",NA,"4317","CXUHEALTHLB0404M","04","HEALTH",NA,NA
"2017","A01","Annual",NA,"4348","CXUHEALTHLB0404M","04","HEALTH",NA,NA
"2016","A01","Annual",NA,"4076","CXUHEALTHLB0404M","04","HEALTH",NA,NA
"2015","A01","Annual",NA,"3873","CXUHEALTHLB0404M","04","HEALTH",NA,NA
"2022","A01","Annual","true","6081","CXUHEALTHLB0405M","05","HEALTH",NA,NA
"2021","A01","Annual",NA,"5656","CXUHEALTHLB0405M","05","HEALTH",NA,NA
"2020","A01","Annual",NA,"5465","CXUHEALTHLB0405M","05","HEALTH",NA,NA
"2019","A01","Annual",NA,"5345","CXUHEALTHLB0405M","05","HEALTH",NA,NA
"2018","A01","Annual",NA,"5138","CXUHEALTHLB0405M","05","HEALTH",NA,NA
"2017","A01","Annual",NA,"4967","CXUHEALTHLB0405M","05","HEALTH",NA,NA
"2016","A01","Annual",NA,"4931","CXUHEALTHLB0405M","05","HEALTH",NA,NA
"2015","A01","Annual",NA,"4669","CXUHEALTHLB0405M","05","HEALTH",NA,NA
"2022","A01","Annual","true","6699","CXUHEALTHLB0406M","06","HEALTH",NA,NA
"2021","A01","Annual",NA,"6093","CXUHEALTHLB0406M","06","HEALTH",NA,NA
"2020","A01","Annual",NA,"5684","CXUHEALTHLB0406M","06","HEALTH",NA,NA
"2019","A01","Annual",NA,"5958","CXUHEALTHLB0406M","06","HEALTH",NA,NA
"2018","A01","Annual",NA,"5743","CXUHEALTHLB0406M","06","HEALTH",NA,NA
"2017","A01","Annual",NA,"5777","CXUHEALTHLB0406M","06","HEALTH",NA,NA
"2016","A01","Annual",NA,"5513","CXUHEALTHLB0406M","06","HEALTH",NA,NA
"2015","A01","Annual",NA,"5112","CXUHEALTHLB0406M","06","HEALTH",NA,NA
"2022","A01","Annual","true","7540","CXUHEALTHLB0407M","07","HEALTH",NA,NA
"2021","A01","Annual",NA,"7030","CXUHEALTHLB0407M","07","HEALTH",NA,NA
"2020","A01","Annual",NA,"6668","CXUHEALTHLB0407M","07","HEALTH",NA,NA
"2019","A01","Annual",NA,"6833","CXUHEALTHLB0407M","07","HEALTH",NA,NA
"2018","A01","Annual",NA,"6802","CXUHEALTHLB0407M","07","HEALTH",NA,NA
"2017","A01","Annual",NA,"6620","CXUHEALTHLB0407M","07","HEALTH",NA,NA
"2016","A01","Annual",NA,"5994","CXUHEALTHLB0407M","07","HEALTH",NA,NA
"2015","A01","Annual",NA,"5756","CXUHEALTHLB0407M","07","HEALTH",NA,NA
"2022","A01","Annual","true","7422","CXUHEALTHLB0408M","08","HEALTH",NA,NA
"2021","A01","Annual",NA,"6966","CXUHEALTHLB0408M","08","HEALTH",NA,NA
"2020","A01","Annual",NA,"6695","CXUHEALTHLB0408M","08","HEALTH",NA,NA
"2019","A01","Annual",NA,"6772","CXUHEALTHLB0408M","08","HEALTH",NA,NA
"2018","A01","Annual",NA,"6711","CXUHEALTHLB0408M","08","HEALTH",NA,NA
"2017","A01","Annual",NA,"6723","CXUHEALTHLB0408M","08","HEALTH",NA,NA
"2016","A01","Annual",NA,"6014","CXUHEALTHLB0408M","08","HEALTH",NA,NA
"2015","A01","Annual",NA,"5715","CXUHEALTHLB0408M","08","HEALTH",NA,NA
"2022","A01","Annual","true","7708","CXUHEALTHLB0409M","09","HEALTH",NA,NA
"2021","A01","Annual",NA,"7123","CXUHEALTHLB0409M","09","HEALTH",NA,NA
"2020","A01","Annual",NA,"6627","CXUHEALTHLB0409M","09","HEALTH",NA,NA
"2019","A01","Annual",NA,"6914","CXUHEALTHLB0409M","09","HEALTH",NA,NA
"2018","A01","Annual",NA,"6930","CXUHEALTHLB0409M","09","HEALTH",NA,NA
"2017","A01","Annual",NA,"6475","CXUHEALTHLB0409M","09","HEALTH",NA,NA
"2016","A01","Annual",NA,"5967","CXUHEALTHLB0409M","09","HEALTH",NA,NA
"2015","A01","Annual",NA,"5814","CXUHEALTHLB0409M","09","HEALTH",NA,NA
"2022","A01","Annual","true","24298","CXUHOUSINGLB0401M","01","HOUSING",NA,NA
"2021","A01","Annual",NA,"22624","CXUHOUSINGLB0401M","01","HOUSING",NA,NA
"2020","A01","Annual",NA,"21417","CXUHOUSINGLB0401M","01","HOUSING",NA,NA
"2019","A01","Annual",NA,"20679","CXUHOUSINGLB0401M","01","HOUSING",NA,NA
"2018","A01","Annual",NA,"20091","CXUHOUSINGLB0401M","01","HOUSING",NA,NA
"2017","A01","Annual",NA,"19884","CXUHOUSINGLB0401M","01","HOUSING",NA,NA
"2016","A01","Annual",NA,"18886","CXUHOUSINGLB0401M","01","HOUSING",NA,NA
"2015","A01","Annual",NA,"18409","CXUHOUSINGLB0401M","01","HOUSING",NA,NA
"2022","A01","Annual","true","16837","CXUHOUSINGLB0402M","02","HOUSING",NA,NA
"2021","A01","Annual",NA,"15677","CXUHOUSINGLB0402M","02","HOUSING",NA,NA
"2020","A01","Annual",NA,"14750","CXUHOUSINGLB0402M","02","HOUSING",NA,NA
"2019","A01","Annual",NA,"12741","CXUHOUSINGLB0402M","02","HOUSING",NA,NA
"2018","A01","Annual",NA,"11410","CXUHOUSINGLB0402M","02","HOUSING",NA,NA
"2017","A01","Annual",NA,"11255","CXUHOUSINGLB0402M","02","HOUSING",NA,NA
"2016","A01","Annual",NA,"11391","CXUHOUSINGLB0402M","02","HOUSING",NA,NA
"2015","A01","Annual",NA,"11328","CXUHOUSINGLB0402M","02","HOUSING",NA,NA
"2022","A01","Annual","true","24301","CXUHOUSINGLB0403M","03","HOUSING",NA,NA
"2021","A01","Annual",NA,"22641","CXUHOUSINGLB0403M","03","HOUSING",NA,NA
"2020","A01","Annual",NA,"21223","CXUHOUSINGLB0403M","03","HOUSING",NA,NA
"2019","A01","Annual",NA,"20499","CXUHOUSINGLB0403M","03","HOUSING",NA,NA
"2018","A01","Annual",NA,"19627","CXUHOUSINGLB0403M","03","HOUSING",NA,NA
"2017","A01","Annual",NA,"19927","CXUHOUSINGLB0403M","03","HOUSING",NA,NA
"2016","A01","Annual",NA,"18587","CXUHOUSINGLB0403M","03","HOUSING",NA,NA
"2015","A01","Annual",NA,"18305","CXUHOUSINGLB0403M","03","HOUSING",NA,NA
"2022","A01","Annual","true","28975","CXUHOUSINGLB0404M","04","HOUSING",NA,NA
"2021","A01","Annual",NA,"26342","CXUHOUSINGLB0404M","04","HOUSING",NA,NA
"2020","A01","Annual",NA,"26364","CXUHOUSINGLB0404M","04","HOUSING",NA,NA
"2019","A01","Annual",NA,"24683","CXUHOUSINGLB0404M","04","HOUSING",NA,NA
